id,job_hash,fetch_date,portal,search_keyword,job_title,company_name,location,remote_type,salary_range,experience_years,tech_stack,posted_date,job_description,description_length,apply_link,easy_apply_link,company_career_url,company_website,hr_email,job_id,visa_sponsorship,validation_score,validation_status,ai_summary,detail_fetched
527dfcc8-0beb-4bad-bcc5-89311a29fda8,cd72ab559d27d57f2a201eb3ea23b1ed,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Jobot,"New York, NY",Not specified,,5-7 years,"AWS, Apache Beam, Python, SQL, Apache Kafka, Docker",2026-08-24,,0,https://www.linkedin.com/jobs/view/senior-data-engineer-at-jobot-4455897702,,,,,,False,80,Valid,"Jobot is seeking a Senior Data Engineer to design, develop, and maintain large-scale data systems. The ideal candidate will have expertise in data engineering and a strong understanding of data architecture.",False
ac706533-5e6c-411b-81d9-0a7fa52d5409,ab17b6960d723a2bdf687594baec46c4,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Gen II Fund Services,"New York, NY",Not specified,,5-7 years,"Apache Spark, AWS Glue, Python, Apache Beam, SQL, NoSQL",2026-08-24,,0,https://www.linkedin.com/jobs/view/senior-data-engineer-at-gen-ii-fund-services-4458293943,,,,,,False,85,Valid,Gen II Fund Services is seeking a Senior Data Engineer to design and implement scalable data systems. The ideal candidate will have experience with data engineering tools and technologies.,False
267a92ed-71bc-410a-92b9-7e007cb744fe,38f4225337381c0a0c565430964b94b4,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Intrepid Direct Insurance,"Overland Park, KS",Not specified,,5-7 years,"AWS, Apache Spark, Python, SQL, Hadoop, Java",2026-08-24,,0,https://www.linkedin.com/jobs/view/senior-data-engineer-at-intrepid-direct-insurance-4400306736,,,,,,False,85,Valid,"Senior Data Engineer position at Intrepid Direct Insurance in Overland Park, KS, requiring expertise in data engineering and architecture.",False
25624ddf-5ea3-4190-b296-d666967a50e7,5a73ff278eb297ed81e265aae804f1e6,2026-08-25,LinkedIn,Data Engineer,Data Engineer,Naval Nuclear Laboratory (FMP),"West Mifflin, PA",Not specified,,5-7 years,"Apache Spark, Python, SQL, AWS, Docker, Linux",2026-08-24,,0,https://www.linkedin.com/jobs/view/data-engineer-at-naval-nuclear-laboratory-fmp-4458515888,,,,,,False,85,Valid,"The Naval Nuclear Laboratory (FMP) is seeking a Data Engineer to join their team in West Mifflin, PA. This role involves designing, building, and maintaining large-scale data systems.",False
31ef1926-2fcf-463e-8e2c-20a6564bdfdf,58a6f2ad56ff12da1b7da4f16aa1bc3c,2026-08-25,LinkedIn,Data Engineer,"Data Engineer, Enterprise Analytics Transformation",EIQdigital,"Houston, TX",Not specified,,5-7 years,"Python, AWS, Apache Spark, SQL, Tableau, Linux",2026-08-24,,0,https://www.linkedin.com/jobs/view/data-engineer-enterprise-analytics-transformation-at-eiqdigital-4457100023,,,,,,False,80,Valid,"Data Engineer position at EIQdigital in Houston, TX, focusing on Enterprise Analytics Transformation.",False
8f989203-60a5-4c4a-b5c0-9c8e2c2671d8,f7cf887532097d24bd51bdc3e224f877,2026-08-25,LinkedIn,Data Engineer,Sr. Data Engineer,Conagra Brands,"Omaha, NE",Not specified,,5-7 years,"Apache Beam, Apache Spark, Python, AWS, SQL, NoSQL",2026-08-24,,0,https://www.linkedin.com/jobs/view/sr-data-engineer-at-conagra-brands-4452766042,,,,,,False,85,Valid,"Conagra Brands is seeking a Sr. Data Engineer to design and implement data pipelines in Omaha, NE.",False
8592c9c1-9e48-47cb-b61c-3242f6b46d09,06d59d910cd26062c98abdf3c65d0243,2026-08-25,LinkedIn,Data Engineer,Sr. Data Engineer - Snowflake and Lakehouse,Cognizant,"Phoenix, AZ",Not specified,,5-7 years,"Snowflake, Lakehouse, Data Engineering, SQL, Python, AWS",2026-08-25,,0,https://www.linkedin.com/jobs/view/sr-data-engineer-snowflake-and-lakehouse-at-cognizant-4457470883,,,,,,False,85,Valid,"Cognizant is hiring a Senior Data Engineer with expertise in Snowflake and Lakehouse to work in Phoenix, AZ.",False
6e17c4c7-a5bb-482e-8c04-7e343c40d03e,144ebbb5d9fb75a8fda36c63183bb5ca,2026-08-25,LinkedIn,Data Engineer,Cloud Data Engineer II,BankUnited,"Miami Lakes, FL",Not specified,,5-7 years,"AWS, Azure, Python, SQL, Apache Spark, Kafka",2026-08-25,,0,https://www.linkedin.com/jobs/view/cloud-data-engineer-ii-at-bankunited-4439499562,,,,,,False,85,Valid,"Cloud Data Engineer II role at BankUnited in Miami Lakes, FL, requiring expertise in cloud data engineering.",False
d9556af3-aca9-4693-a9d5-976eb3fbf403,aeadc21b459a17486c8c04e90c3eca93,2026-08-25,LinkedIn,Data Engineer,Data Engineer Stf - E4,Lockheed Martin,"Lexington, KY",Not specified,,3-5 years,"Python, AWS, Apache Spark, Hadoop, SQL, NoSQL",2026-08-24,,0,https://www.linkedin.com/jobs/view/data-engineer-stf-e4-at-lockheed-martin-4456512652,,,,,,False,85,Valid,"Lockheed Martin is hiring a Data Engineer Stf - E4 in Lexington, KY. The role involves designing and implementing data systems.",False
0156e441-ca34-4f8a-8a1f-022ca6afcbf1,f9c18dc4b0d296fc8ee321ff0428f8d9,2026-08-25,LinkedIn,Data Engineer,Data Engineer (Remote),Hire Feed,United States,Not specified,,3-5 years,"AWS, Apache Spark, Python, SQL, Docker, Kubernetes",2026-08-25,,0,https://www.linkedin.com/jobs/view/data-engineer-remote-at-hire-feed-4458760109,,,,,,False,85,Valid,"Hire Feed is seeking a Data Engineer to design, develop, and maintain large-scale data systems. The ideal candidate will have experience with data engineering tools and technologies.",False
9374c855-7711-42aa-ab03-efa5de1cdc83,66343cdda299887f62c24cea9cf9f496,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Wintrust Financial Corporation,"Rosemont, IL",Not specified,,5-7 years,"Apache Beam, Apache Spark, AWS Glue, Python, SQL, NoSQL",2026-08-25,,0,https://www.linkedin.com/jobs/view/senior-data-engineer-at-wintrust-financial-corporation-4446270374,,,,,,False,85,Valid,"Wintrust Financial Corporation is seeking a Senior Data Engineer to design, develop, and maintain large-scale data systems. The ideal candidate will have experience with data engineering tools and technologies.",False
52c63669-f7ae-4bf7-b7a9-faefc6c32768,a9b77b006d25495e17dfc85567d61922,2026-08-25,LinkedIn,Data Engineer,Snowflake Data Engineer,Tata Consultancy Services,"Irving, TX",Not specified,,3-5 years,"Snowflake, AWS, Python, SQL, Data Engineering, Cloud Computing",2026-08-24,,0,https://www.linkedin.com/jobs/view/snowflake-data-engineer-at-tata-consultancy-services-4457193039,,,,,,False,80,Valid,"Snowflake Data Engineer position at Tata Consultancy Services in Irving, TX, requiring expertise in data engineering and Snowflake technology.",False
a146307b-40dd-4b95-acf2-aec02f0e0d55,3b52491f4fc67b6db316e622f9664f9e,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Capgemini,"New York, NY",Not specified,,5-7 years,"Apache Spark, AWS Glue, Python, SQL, Apache Beam, Hadoop",2026-08-24,,0,https://www.linkedin.com/jobs/view/senior-data-engineer-at-capgemini-4458508909,,,,,,False,85,Valid,"Capgemini is seeking a Senior Data Engineer to join their team in New York, NY. The ideal candidate will have experience in designing and implementing data pipelines and architectures.",False
49b4646f-8a48-462d-85ec-9ded041886a5,b5700d5ac56f80425c38503a2cb75a05,2026-08-25,LinkedIn,Data Engineer,Principal Data Engineer,True Anomaly,"Long Beach, CA",Not specified,,7-10 years,"AWS, Apache Beam, Apache Spark, Python, Java, Kubernetes",2026-08-24,,0,https://www.linkedin.com/jobs/view/principal-data-engineer-at-true-anomaly-4458297521,,,,,,False,85,Valid,True Anomaly is seeking a Principal Data Engineer to lead the development of data engineering solutions. The ideal candidate will have experience with cloud-based data platforms and a strong understanding of data architecture.,False
2d0fff08-6336-4715-b818-b10ab970d035,5fb2da889a7b83d8c9065f60b35fbd12,2026-08-25,LinkedIn,Data Engineer,Data Engineer,Hanson Lee,"New York, United States",Not specified,,3-5 years,"Apache Spark, Python, AWS, SQL, Hadoop, Docker",2026-08-25,,0,https://www.linkedin.com/jobs/view/data-engineer-at-hanson-lee-4458736975,,,,,,False,85,Valid,"Hanson Lee is hiring a Data Engineer in New York, United States. The ideal candidate will design, build, and maintain large-scale data systems.",False
03634457-f0c3-411b-9c65-8be32f1da06a,d66bd8c9b3f68dbbee9345fb51313951,2026-08-25,Indeed,Data Engineer,Data Engineer,Goodville Mutual Casualty Company,"Hybrid work in New Holland, PA 17557",Not specified,,3-5 years,"Apache Spark, Python, SQL, AWS, Apache Kafka, Docker",,,0,https://www.indeed.com/rc/clk?jk=ea78c7f49a016eef&bb=FVyLfqrh0ZqjjFztYWJXu6PU_aMZ8wJRVawGZyeq_ic6c9_tFo5GoI03fSsi6r-hDoPGRNqo_C222ky0z-ixej8jtjNMLf4MVs7YzYmjULF1b0nNi-t11H_8Q5gcnUGCQhRbAJszxx6quZhaBZVFBny4zl2KjpNkd3yd5e0P_gol5z6pO-PkBg%3D%3D&xkcb=SoA667M2fc44CEQUiZ0LbzkdCdPP&fccid=d67efdd2028ca215&vjs=3,,,,,ea78c7f49a016eef,False,85,Valid,"Goodville Mutual Casualty Company is seeking a Data Engineer to work in a hybrid environment in New Holland, PA. The ideal candidate will have experience with data engineering and a strong understanding of data systems.",False
cc2abff1-6bc1-40c2-b41d-d2ea01c58cf5,00213963192bdfc0681454ad83eab5c6,2026-08-25,Indeed,Data Engineer,Data Engineer,Vforce Infotech,"Edison, NJ 08837",Not specified,,3-5 years,"AWS, Apache Spark, Python, SQL, Hadoop, Docker",,,0,https://www.indeed.com/rc/clk?jk=d4d7931bd8fcf2b8&bb=FVyLfqrh0ZqjjFztYWJXu53fjmBsrPG1SfyhEasYpbA2hvB0b5vSiBEVvKZry8aCQAGgjzJYVy5r-i8lgDAo9ZYP_SSl-knfTGo5KLbbk8S8IfjDKsQZcdtl_aZBtEaQLCLmb9Yvy1-OdVzFqZINXiMpLAlTGvFObtlktbndvhwFt38QeT2QJw%3D%3D&xkcb=SoCO67M2fc44CEQUiZ0KbzkdCdPP&fccid=f392cc1664e8ab71&cmp=Vforce-Infotech&ti=Data+Engineer&vjs=3,,,,,d4d7931bd8fcf2b8,False,85,Valid,"Vforce Infotech is seeking a Data Engineer to join their team in Edison, NJ. The ideal candidate will have experience with data engineering and a strong understanding of data pipelines.",False
757a6634-36e3-4d79-a4a3-dbff47f03637,5372ebd5ea7ef7c3990ecadba9b59f2f,2026-08-25,Indeed,Data Engineer,Data Engineer,Vforce Infotech,"Edison, NJ 08837",Not specified,,3-5 years,"AWS, Python, Apache Spark, Hadoop, SQL, NoSQL",,,0,https://www.indeed.com/viewjob?jk=a1b2c3d4e5f67890,,,,,a1b2c3d4e5f67890,False,85,Valid,"Vforce Infotech is hiring a Data Engineer in Edison, NJ. The ideal candidate will design, build, and maintain large-scale data systems.",False
42192d14-890f-4759-97d9-a67201b01b3f,75754a68cc3e6015356c4e09a4ba5b52,2026-08-25,Indeed,Data Engineer,Data Engineer,"Roadrunner Transportation Services, Inc.","Hybrid work in Downers Grove, IL 60515",Not specified,,3-5 years,"Python, Apache Spark, AWS, Apache Kafka, SQL, NoSQL",,,0,https://www.indeed.com/rc/clk?jk=009bd60899be1448&bb=FVyLfqrh0ZqjjFztYWJXu8BA1W0RfooMnjxYP_j3ElOhs5K8Zt6AUrB3jeO-VONwRT8SbwGe8SjhZrZQpwcXA-1Y02h_ksUOag_8p5f-1BIKDRawgpkfEWgWxKP0eGxeTKu-tLgnXTCOmbYffIH55sw1JvPh3B8oEk_OhTVaj4dPl5Ur-Uvdiw%3D%3D&xkcb=SoAT67M2fc44CEQUiZ0JbzkdCdPP&fccid=d63f5bc0fb9af81e&vjs=3,,,,,009bd60899be1448,False,80,Valid,"Roadrunner Transportation Services, Inc. is seeking a Data Engineer to design, develop, and maintain large-scale data systems. The ideal candidate will have experience with data engineering and a strong understanding of data architecture.",False
9a852024-20ec-4449-be70-4db46af65ded,67605b12c1a68600ed0e695449d1c0f1,2026-08-25,Indeed,Data Engineer,Data Engineer,Westshore Home,"Harrisburg, PA",Not specified,,3-5 years,"AWS, Python, Apache Spark, Apache Kafka, SQL, NoSQL",,,0,https://www.indeed.com/rc/clk?jk=9a3176fafb2b98ec&bb=FVyLfqrh0ZqjjFztYWJXu9-airDAWgKOAW0u7uFFTvJTznMHbYngYY3_VMuHjcqJhwq7WilniF3dhlXAq4mPxkpH1bv9vohE8pgzD5lzrU214ZFRalIEEqsNOkwmiUGLT2tkJRqf88A57AzLQmbMqMQVxVGKybr1w6ofAzbzzk-AZHDAMQjH5Q%3D%3D&xkcb=SoCn67M2fc44CEQUiZ0IbzkdCdPP&fccid=1f7c53b33d1842f7&vjs=3,,,,,9a3176fafb2b98ec,False,80,Valid,"Westshore Home is seeking a Data Engineer to design, build, and maintain large-scale data systems. The ideal candidate will have experience with data engineering principles and tools.",False
46297784-9ecd-45cc-ad42-d908e365de3b,fbdcd4e70064c3700d3099aa20cb5b05,2026-08-25,Indeed,Data Engineer,Data Engineer,Curant Health,"Smyrna, GA 30082",Not specified,,3-5 years,"AWS, Apache Spark, Python, SQL, Hadoop, Docker",,,0,https://www.indeed.com/rc/clk?jk=396bc3d72f57166d&bb=FVyLfqrh0ZqjjFztYWJXuwt8aXh78VCryLgAD8d15h9c1ImcXLfRBcW2-2ujfs1aLMPZE2fLjl0pWs6jyizxByV--g5qw3HyQxHrCQ9Spdps7yEEAeuYCeSlr4LM4Js36zwRfImJX0rTRuq2upUVasQV4lVplthJ9vDsbVJusj1Rx-AFvG36JA%3D%3D&xkcb=SoAp67M2fc44CEQUiZ0PbzkdCdPP&fccid=8e69a918371bf923&cmp=Curant-Health&ti=Data+Engineer&vjs=3,,,,,396bc3d72f57166d,False,85,Valid,"Curant Health is seeking a Data Engineer to design, develop, and maintain large-scale data systems. The ideal candidate will have experience with data engineering tools and technologies.",False
14dfc3ce-229d-466b-bb76-d7cd5a5882e6,7ede6ff0853bfe36636957be37080aba,2026-08-25,Indeed,Data Engineer,Data Engineer,Baker Group,"Ankeny, IA 50021",Not specified,,5-7 years,"AWS, Python, Apache Spark, Apache Kafka, SQL, NoSQL",,,0,https://www.indeed.com/rc/clk?jk=d0d5b98e60496f48&bb=FVyLfqrh0ZqjjFztYWJXu26QYXGn7WeK7ZVteZtVggI_IWlId5r3tevbN8Gun8aUMgghntonRn2Du1QY6cbhMqaUKgiVYgUe2gbykq9Pal-Hj6KqEl85kWQYRa-vTapkGV_ugi5UhHMchptfGwF9lpXn1M1oVBttiWtO31QZZ0s%3D&xkcb=SoCd67M2fc44CEQUiZ0ObzkdCdPP&fccid=4002319bc8dd1c15&vjs=3,,,,,d0d5b98e60496f48,False,85,Valid,"Baker Group is seeking a Data Engineer to design, develop, and maintain large-scale data systems. The ideal candidate will have experience with data engineering tools and technologies.",False
97460501-8dd0-43e8-8303-1d77543625df,37f53ac782720e1a80ae31fabc0ce61a,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Atlassian,"Remote in San Francisco, CA 94104",Remote,,Not specified,,,,0,https://www.indeed.com/rc/clk?jk=b42ed4ff39a3e5ab&bb=FVyLfqrh0ZqjjFztYWJXuzVE-ylEtkFwB52mujhkFeMvOXAeb7vpkoCnWksHg83B-U6B4o1nWH8_Nb79cHUcANX0PLnTZRQpUck-i85pl4zdaI5Xa4ukHUz5ZGbtwjCRlIonqN-YlAYOTCPCu-IXkSAVdfv1MKp4TaWz_jAkJhY%3D&xkcb=SoAA67M2fc44CEQUiZ0NbzkdCdPP&fccid=e6d4ba9e2cfe7902&vjs=3,,,,,b42ed4ff39a3e5ab,False,50,Partial,AI unavailable,False
b20ae2d2-9938-4393-816a-b8774b90ab8b,c75d2f7d5191b447dd1c398d5f8d5b33,2026-08-25,Indeed,Data Engineer,Data Engineer,Ziply Fiber,"Kirkland, WA 98033 
(Highlands area)",Not specified,,3-5 years,"Apache Beam, Apache Spark, AWS, Python, SQL, NoSQL",,,0,https://www.indeed.com/rc/clk?jk=a6405304b5156b40&bb=FVyLfqrh0ZqjjFztYWJXu-yrIJPUchzkDBIjEw3imzY_5nMa7Ow66w3Rw8zS00lCzt15zBN7XK8TUfGihFyMZngIjCVos5O6QOa3yH85LvXtBtMqGHrLEpZezBESxT2H0nIOzrIA6LGQQESJiP27JJAqrv6wMZZqCLxUUtyBFd6PSRA1l7HDVQ%3D%3D&xkcb=SoC067M2fc44CEQUiZ0MbzkdCdPP&fccid=eac5385d8a5e70de&vjs=3,,,,,a6405304b5156b40,False,85,Valid,"Data Engineer position at Ziply Fiber in Kirkland, WA, responsible for designing and implementing data systems.",False
d6bd9ce5-a974-43e0-9e3e-df858da61cb0,6070b917b8d611412cdbf072e3c5940c,2026-08-25,Indeed,Data Engineer,Lead Data Engineer,Egen Solutions,Remote,Remote,,Not specified,,,,0,https://www.indeed.com/rc/clk?jk=9f8320eabf66aa01&bb=FVyLfqrh0ZqjjFztYWJXu8bFp6lfAXMEQ18SAWLwugup7y7Gz44KK9paDYDp3lOAGvKp1NJqHrer3t139dAoxNRPd0tJL8DLAOXPZ9FN20UGxWcVWelTNuWlHuPMdMFx9zoksAjSyc94ckM9J0LGmbeVxufQT4Ff1EfgmXRVe_k%3D&xkcb=SoDd67M2fc44CEQUiZ0ZbzkdCdPP&fccid=85e9354e0dd85c02&vjs=3,,,,,9f8320eabf66aa01,False,50,Partial,AI unavailable,False
89c3bcdf-465f-4a9a-a1ac-4b6809e0c8bb,160e58ac8c7fdcd91bb00bddaca5d18c,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,The Port Authority of New York and New Jersey...,"New York, NY 10048 
(Financial District area)",Not specified,,5-7 years,"Apache Beam, Apache Airflow, AWS, Python, SQL, NoSQL",,,0,https://www.indeed.com/rc/clk?jk=863ea52e07e6d1ce&bb=FVyLfqrh0ZqjjFztYWJXuxluKhg6XK95R5pZywfypug_pF1cecXdekH6f85qJkdbTq5D6HL_2g4JG4hnX7bBzmk0dXLtkC0WRS5cAnvdV6HhTjAMjOuX3WlLaqZtB2Ucl-AESaaP8_OS2pOFURbg50u-ixiyKSssAXeZ8GVl4jY3L_ef6EHexA%3D%3D&xkcb=SoBp67M2fc44CEQUiZ0YbzkdCdPP&fccid=1ccfbf768e8f4511&vjs=3,,,,,863ea52e07e6d1ce,False,85,Valid,"Senior Data Engineer position at The Port Authority of New York and New Jersey, requiring experience in data engineering and a strong technical stack.",False
0fbf9bd2-8a0e-492e-8c78-7a7b0b0fe05f,27b4507a47b18cbfa6eb45242c553e59,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Capgemini,"Bridgewater, NJ",Not specified,,5-7 years,"Apache Spark, AWS Glue, Python, SQL, Apache Kafka, Hadoop",,,0,https://www.indeed.com/rc/clk?jk=85eab1f96d17b2cf&bb=FVyLfqrh0ZqjjFztYWJXuyOKOMTUZ5v0662ppTiaZyaB2sQHxcNPhinK1iOBZSARD7idSzyL9xjw-JfdX2NkoK7mOhMLvTv9VSxqI2LIio1mSO2lHcI4PCJLFmLVhvdKPwKUwU5pHhIf3veEHGjwJ4LtP913kwNdE_6jC-adWes%3D&xkcb=SoAO67M2fc44CEQUiZ0QbzkdCdPP&fccid=105ecfd0283f415f&vjs=3,,,,,85eab1f96d17b2cf,False,85,Valid,"Capgemini is seeking a Senior Data Engineer to join their team in Bridgewater, NJ. The ideal candidate will have experience designing and implementing large-scale data systems.",False
78fd3cda-8702-4e90-b067-2b1660820ab2,b6faddd10c161f46182daafefebbdab0,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Children's National Hospital,"Silver Spring, MD 20910",Not specified,,Not specified,,,,0,https://www.indeed.com/rc/clk?jk=02fcd21c754ac053&bb=FVyLfqrh0ZqjjFztYWJXuy1ShITs3aWDjGPujRZ2AQzEOm9DGcQAoIIwT_ydn1Y2cGhMWSl2zXpzD5Mw7Ve1v4tlUaxZUGE4eo-zMLMbeDMQmcYRjAyOSefAxnmNPlR_Rxd1Doxss9LC1_gMN1oeh1qeBCwfnWc3IvR4a4HmuQM%3D&xkcb=SoCA67M2fc44CEQUiZ0XbzkdCdPP&fccid=462240b6ade3ccad&vjs=3,,,,,02fcd21c754ac053,False,50,Partial,AI unavailable,False
1e1894e7-897c-489b-9a18-7f3027cbf453,c61ac005444591857da35e0f3fbae16a,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Chenega Services & Federal Solutions,Remote in Georgia,Remote,,Not specified,,,,0,https://www.indeed.com/rc/clk?jk=3a9a91a3dc50660e&bb=FVyLfqrh0ZqjjFztYWJXuwnhWBIpxVyd5ZOq73v6OS_umT-ZqWi7ecE0BRsbOga2Jy5KSRcYTTP7awgRP3ToJY6JKb2wZ_DH1KUtUD33_MWH94f7L9C3d1qeFLmWmtH9mjdFRdetQni4oOOaJ8CzLrVrEmz6Jg9dGL5oKfPiiLE%3D&xkcb=SoC167M2fc44CEQUiZ0vbzkdCdPP&fccid=ebdab10e41fbc599&vjs=3,,,,,3a9a91a3dc50660e,False,50,Partial,AI unavailable,False
f91ed84f-8317-461f-bb3d-5850b9559bd5,1d93a673924e6de812d987bfacaa4fdc,2026-08-25,Indeed,Data Engineer,Senior Data Engineer - DBT & Redshift,Systech USA,"Glendale, CA 91203",Not specified,,Not specified,,,,0,https://www.indeed.com/rc/clk?jk=35214e13f0757c04&bb=FVyLfqrh0ZqjjFztYWJXuwiFKwnsNiClBPfbIxOfMKVDxD5kmLYKd_cU1nBGKREiSjtYayFy35w3HGA3_e9R7iu2w-WWFrvNuYuJLQP9SCLCICytC1y-L_5o60yc-7VyY6med9qmQ6YppK6EmegW31acPXOq_9V5A0EYfmumC8uFUF3GlI2bfg%3D%3D&xkcb=SoAB67M2fc44CEQUiZ0ubzkdCdPP&fccid=71247daedc2aaa6a&vjs=3,,,,,35214e13f0757c04,False,50,Partial,AI unavailable,False
