id,job_hash,fetch_date,portal,search_keyword,job_title,company_name,location,job_type,salary_range,experience_required,skills_required,posted_date,job_description,apply_link,validation_score,validation_status,ai_summary
3b309547-3d2c-4783-9fc7-1f1d01d626b1,f9c18dc4b0d296fc8ee321ff0428f8d9,2026-08-25,LinkedIn,Data Engineer,Data Engineer (Remote),Hire Feed,United States,Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, SQL, Python, Big Data",2026-08-25,,https://www.linkedin.com/jobs/view/data-engineer-remote-at-hire-feed-4458760109,80,Valid,"Design, build, and maintain large-scale data systems as a Data Engineer at Hire Feed."
69f24e35-a8bf-45c6-8465-d0dce20253ab,a9b77b006d25495e17dfc85567d61922,2026-08-25,LinkedIn,Data Engineer,Snowflake Data Engineer,Tata Consultancy Services,"Irving, TX",Not Specified,Not Specified,Not Specified,"Snowflake, Data Engineering, SQL, Data Warehousing, Cloud Computing",2026-08-24,,https://www.linkedin.com/jobs/view/snowflake-data-engineer-at-tata-consultancy-services-4457193039,80,Valid,"Design, develop, and maintain large-scale data systems using Snowflake as a Data Engineer at Tata Consultancy Services."
d3c0230b-9f86-4fca-84c0-68ac036b62d2,3b52491f4fc67b6db316e622f9664f9e,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Capgemini,"New York, NY",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Big Data, SQL, Python",2026-08-24,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-capgemini-4458508909,85,Valid,"Design, build, and maintain large-scale data systems as a Senior Data Engineer at Capgemini."
294752a6-68c0-4a5c-9ba9-79cedcb5026e,d38bd70f65507015c08a01ba5207a019,2026-08-25,LinkedIn,Data Engineer,"Data Engineer, Senior",Booz Allen Hamilton,"Atlanta, GA",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Big Data, SQL, Python",2026-08-24,,https://www.linkedin.com/jobs/view/data-engineer-senior-at-booz-allen-hamilton-4458213641,85,Valid,"Design, develop, and maintain large-scale data systems as a Senior Data Engineer at Booz Allen Hamilton."
197596be-03e4-4741-92a9-6fe94d0ee48e,b5700d5ac56f80425c38503a2cb75a05,2026-08-25,LinkedIn,Data Engineer,Principal Data Engineer,True Anomaly,"Long Beach, CA",Not Specified,Not Specified,Not Specified,"Cloud Computing, Data Engineering, Python, AWS, Distributed Systems",2026-08-24,,https://www.linkedin.com/jobs/view/principal-data-engineer-at-true-anomaly-4458297521,85,Valid,Lead the development of data engineering systems and infrastructure at True Anomaly.
baa20b89-d2c1-434c-87cf-67fceeeb7c34,5fb2da889a7b83d8c9065f60b35fbd12,2026-08-25,LinkedIn,Data Engineer,Data Engineer,Hanson Lee,"New York, United States",Not Specified,Not Specified,Not Specified,"Data Engineering, Big Data, Cloud Computing, SQL, Python",2026-08-25,,https://www.linkedin.com/jobs/view/data-engineer-at-hanson-lee-4458736975,85,Valid,"Design, build, and maintain large-scale data systems as a Data Engineer at Hanson Lee."
76f59daf-0512-45c9-b384-dc390390dc6a,d1e36f3f33b1259c50b116e2c5e62ada,2026-08-25,LinkedIn,Data Engineer,Big Data Engineer,Haystack,"Seattle, WA",Not Specified,Not Specified,Not Specified,"Hadoop, Spark, Python, SQL, NoSQL",2026-08-25,,https://www.linkedin.com/jobs/view/big-data-engineer-at-haystack-4458745906,85,Valid,"Design, develop, and maintain large-scale data processing systems as a Big Data Engineer at Haystack."
6f2e216b-d5aa-408d-ba0d-d8b34a2ea89b,95606af585162f42a97603b208f864cc,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Capgemini,"New York, United States",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Big Data, SQL, NoSQL",2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-capgemini-4458527732,85,Valid,"Design, develop, and maintain large-scale data systems and architectures as a Senior Data Engineer at Capgemini."
96e27028-fe35-443d-81d7-49d9d90813b0,3c3638651fac38812c995915659cca76,2026-08-25,LinkedIn,Data Engineer,Senior Data Engineer,Haystack,"Austin, TX",Not Specified,Not Specified,Not Specified,"Data Engineering, Big Data, Cloud Computing, SQL, NoSQL",2026-08-25,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-haystack-4458760015,85,Valid,"Design, develop, and maintain large-scale data systems as a Senior Data Engineer at Haystack."
8d2a36af-3d94-41b8-8965-b35c66164d7d,aa044e4a1436f231d794f7bf86fbd4e9,2026-08-25,Indeed,Data Engineer,Data Engineer,Goodville Mutual Casualty Company,"Hybrid work in New Holland, PA 17557",Not Specified,Not Specified,Not Specified,"Data Engineering, Data Warehousing, SQL, NoSQL, Cloud Computing",,,https://www.indeed.com/rc/clk?jk=ea78c7f49a016eef&bb=qSORZbQL2XFauOydawdhIUEXt5z97MakdYSidhap92yBngddUOIGyJsaMl5v1AZH0SnRLc5TKvKQDV5XM-_SEinlDh5zwZgLBFG1zfs3bHAYMqxIMG2z8xMEMIGnhLEABRfE7hBdzdhRBpNmAXGr18hUOnBDB5WUInnGzpfmkEXzZE4tfaHAEw%3D%3D&xkcb=SoBP67M2fch62mylwR0LbzkdCdPP&fccid=d67efdd2028ca215&vjs=3,85,Valid,"Design, develop, and maintain large-scale data systems for Goodville Mutual Casualty Company."
58457d98-c57c-4b99-be8f-fc67a4ec0566,2682fed417553a1c279963eb8ddd9c22,2026-08-25,Indeed,Data Engineer,Data Engineer,Vforce Infotech,"Edison, NJ 08837",Not Specified,Not Specified,Not Specified,"Data Engineering, Big Data, Cloud Computing, SQL, Python",,,https://www.indeed.com/rc/clk?jk=d4d7931bd8fcf2b8&bb=qSORZbQL2XFauOydawdhITWj54LId0kCoMaVR3RnasJF58Z6DQv7RoyO3yreqSGYGzpvcQIbdWOF9rt3QslKDNARVXmMJYR1cLQOTVgdgU3rRrnri2qCiHpBNfFv8-MCICBbm9mz2RgW_5z5h0ejYg2obvgwnHDRhE19hviU13LSrV98oo52ew%3D%3D&xkcb=SoD767M2fch62mylwR0KbzkdCdPP&fccid=f392cc1664e8ab71&cmp=Vforce-Infotech&ti=Data+Engineer&vjs=3,80,Valid,"Design, build, and maintain large-scale data systems as a Data Engineer at Vforce Infotech."
be8291ee-d149-4321-9c8c-2e45efe5dcc0,95d5493264cca16c30d8026d9ba34520,2026-08-25,Indeed,Data Engineer,Data Engineer,Ziply Fiber,"Kirkland, WA 98033 
(Highlands area)",Not Specified,Not Specified,Not Specified,"Data Engineering, Data Analysis, SQL, Cloud Computing, Python",,Tuition reimbursement • Parental leave • 401(k) • Health insurance • Paid time off • Vision insurance,https://www.indeed.com/rc/clk?jk=a6405304b5156b40&bb=qSORZbQL2XFauOydawdhIToC5G0JC4CDqGiYuA8SklJAghDLlAceJ_gpDsQay6HGHq7pZcQbCqUcwjQMW1u2uIGxO7mNEKqkvb5t_Vt0wRvbHh_3Leq7cZN6RHamEg8_dBuJXMAehjIBs-xCH3H4Zb9B4ZZq0Btr3S9nZ9OsUzAJzNqDuT7auA%3D%3D&xkcb=SoBm67M2fch62mylwR0JbzkdCdPP&fccid=eac5385d8a5e70de&vjs=3,80,Valid,Data Engineer position at Ziply Fiber with benefits
e8966ee9-2fbe-4f7f-9b27-c4dff0d94b22,62f2503813e9bdc0e382bdefd9e3afd2,2026-08-25,Indeed,Data Engineer,Data Engineer,Westshore Home,"Harrisburg, PA",Not Specified,Not Specified,Not Specified,"Data Engineering, Data Analysis, SQL, Cloud Computing, Python",,Paid training • Referral program • Health insurance • 401(k) matching • Paid time off • Employee discount,https://www.indeed.com/rc/clk?jk=9a3176fafb2b98ec&bb=qSORZbQL2XFauOydawdhIU_jf1EcU3XYHj9RFoN4n-o3-1Fc0K0enS-nY3CVNaaj7VNHNh_c7uhxqI_oxnKF43p7qIOnM0E0DGcP-BbSfC9hpjJ-R7Fi7-p9fj-uWiWN_UduvBEP4sA4NlSlVzfOPyqYPf39_5R4kmx0SmQlldlLrKuDAR-2XQ%3D%3D&xkcb=SoDS67M2fch62mylwR0IbzkdCdPP&fccid=1f7c53b33d1842f7&vjs=3,60,Partial,Data Engineer position at Westshore Home offering various benefits and training.
e42b9496-7d14-4743-b7e3-48aaff50b373,cda76f9787596b317aa9c144e228ff20,2026-08-25,Indeed,Data Engineer,Lead Data Engineer,Egen Solutions,Remote,Not Specified,Not Specified,Not Specified,"Data Engineering, Data Architecture, Cloud Computing, Big Data, SQL",,Health insurance • Retirement plan,https://www.indeed.com/rc/clk?jk=9f8320eabf66aa01&bb=qSORZbQL2XFauOydawdhIbCOHq76NHYdpNouJqyeoEIUNDoCf0d33ffFGDVJyWZJL7ux-C2rKh3fEgNaw77wlJYXflrPe7g7bz8A013-tIv7epl60DKch0GxV6LHPpdTm0LnjyLpMT8TmkcuzKDxJbXSrDrlKmKV_e-S4U665mI%3D&xkcb=SoBc67M2fch62mylwR0PbzkdCdPP&fccid=85e9354e0dd85c02&vjs=3,80,Valid,Lead Data Engineer responsible for designing and implementing data solutions for the health insurance and retirement plan industries.
414738f1-f31f-44ad-84e3-43e031d39e9f,9bb77839858fe2d4d3c3c33118cf2770,2026-08-25,Indeed,Data Engineer,Data Engineer,Curant Health,"Smyrna, GA 30082",Not Specified,Not Specified,Not Specified,"Data Engineering, Data Warehousing, ETL, SQL, Cloud Computing",,,https://www.indeed.com/rc/clk?jk=396bc3d72f57166d&bb=qSORZbQL2XFauOydawdhISoYx5P35CUzlHSyf8oyhyaiFA7FUFKzQlFJIMNGyzmNJMgTDxxh4S1jKwn908G1VRrwJULrEPBnL3ELI4pr4faUpVxqXICa8Tby6lcC2cgQQf8Z2DECIKJzpujYPN_3SMC_IaAMoOiB00PwXV5mclWFYna5Ti9adw%3D%3D&xkcb=SoDo67M2fch62mylwR0ObzkdCdPP&fccid=8e69a918371bf923&cmp=Curant-Health&ti=Data+Engineer&vjs=3,85,Valid,"Design, build, and maintain large-scale data systems as a Data Engineer at Curant Health."
0f494f8d-4482-4f5b-a4ac-562e451fe76d,b342c27a54124e23602a7d627da72d58,2026-08-25,Indeed,Data Engineer,Data Engineer,Curant Health,"Smyrna, GA 30082",Not Specified,Not Specified,Not Specified,"Data Engineering, Data Warehousing, ETL, SQL, Cloud Computing",,,https://www.indeed.com/viewjob?jk=fedcba9876543210,85,Valid,"Design, build, and maintain large-scale data systems for data analysis and business intelligence."
d818486b-31a2-43ac-9ba5-eb1ca9490a99,bf2441b91c0a42987231ab59b212265b,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Atlassian,"Remote in San Francisco, CA 94104",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Data Warehousing, SQL, Python",,Health insurance,https://www.indeed.com/rc/clk?jk=b42ed4ff39a3e5ab&bb=qSORZbQL2XFauOydawdhIZyDr1RxzFE9S2vasiwKSyHXjopjksb1MVRqnc3iLcju0V8YjUZnDfXsRFEjQ7SQA-utJZkyAH-0t82yEYVMonXW-q_2UexrUr-kDaaIyNftqJ9C-jR0kCAvLOKWfI_9Gx-rUQXY9SG8OQaGyXFv1SM%3D&xkcb=SoB167M2fch62mylwR0NbzkdCdPP&fccid=e6d4ba9e2cfe7902&vjs=3,80,Valid,"Design, build, and maintain large-scale data systems for health insurance at Atlassian."
59a57855-bb4b-4275-86cf-f233359e3fa6,97a55002f9fca52e8c6399e96e967ac0,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,The Port Authority of New York and New Jersey...,"New York, NY 10048 
(Financial District area)",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.indeed.com/rc/clk?jk=863ea52e07e6d1ce&bb=qSORZbQL2XFauOydawdhIQL2D3Ip5PwvuOw41gwtnErizrHQinyuW9yYiwyEkIheChkNeHl6f77gXGI3NuJQFJxuGKpWjpFlhLrfnsBO3OFNv1KtvFgssnOTpxHRx7E90sG5qT0MXdJ6OsszpNyvDvv0Hug62AdQ4j_ZFyr4m-sDEuklKUWdwQ%3D%3D&xkcb=SoDB67M2fch62mylwR0MbzkdCdPP&fccid=1ccfbf768e8f4511&vjs=3,50,Partial,AI unavailable
b9d6a3a8-349f-4e9a-b12b-9f53094a8368,04caa54df3c5787a1e3a938d1fb9b1da,2026-08-25,Indeed,Data Engineer,Lead Data Engineer,Innovien Solutions,"Fort Washington, PA",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.indeed.com/rc/clk?jk=7688908f9aefd144&bb=qSORZbQL2XFauOydawdhIdy7se3x4lJakr1EsQexBqsSPROpIOYKVNjvSqQEKRrkYBFNioj6yJRJ4O12zLD9zcXhhCoVqE1fY_QnVnXDS-x98qEO8by0YAS5VU8NawFPpqrLsz5zFFBOmm5MT8WMjT1ulupEESCGXZFGFQNjBcPD_9o_IvM03w%3D%3D&xkcb=SoCo67M2fch62mylwR0ZbzkdCdPP&fccid=8a76edc946f4d2f0&vjs=3,50,Partial,AI unavailable
28862571-8d7d-4993-a24c-4f112e70480b,f73a14b9ad8bfecc0a7568d94eb81377,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Chenega Services & Federal Solutions,Remote in Georgia,Not Specified,Not Specified,Not Specified,Not Specified,,Pet insurance • AD&D insurance • Health insurance • Paid time off • Vision insurance • Health savings account,https://www.indeed.com/rc/clk?jk=3a9a91a3dc50660e&bb=qSORZbQL2XFauOydawdhIcw7tJTkNBVAIVIL5_3iMx7q8Ui0ZVx9rVaIjF7QtFayy1HbK5MJO4cXNmVSsTfYRWGTUai2HIVGI_7RwTMzT3EINb_3q53juBFJbmQCUjl7FRRQFolmfwEukRWVEiBhFmCo3hargZmnyLeexXSaPIQ%3D&xkcb=SoAc67M2fch62mylwR0YbzkdCdPP&fccid=ebdab10e41fbc599&vjs=3,55,Partial,AI unavailable
06c5016b-d328-4d63-aeda-c7fc84c88eb2,0ec0a6c524605a51d6568ebf04571708,2026-08-25,Indeed,Data Engineer,Senior Data Engineer,Capgemini,"Bridgewater, NJ",Not Specified,Not Specified,Not Specified,Not Specified,,Paid parental leave • Parental leave • 401(k) • Health insurance • Paid time off • Vision insurance,https://www.indeed.com/rc/clk?jk=f0ae463f5b51d86e&bb=qSORZbQL2XFauOydawdhIZie4-LYc7151gULzoP3zGY5QwCCGxYQEy67OsOw09_ivCsY4k4LgltJZ_oqCfHBPwnMKxcu9oA4hbWfNih_pNvNTR_x7s47ynumaNBC13adtA9xm4JnJeLeN0guPZriDvprdyI4eb95FBs_DYS_jXc%3D&xkcb=SoDP67M2fch62mylwR0RbzkdCdPP&fccid=105ecfd0283f415f&vjs=3,50,Partial,AI unavailable
3ed1f87f-bc7b-48f6-b1cb-51f6abc403fe,d9683e8922bd1273ca250ccc368f2905,2026-08-25,Indeed,Data Engineer,Senior Data Engineer - DBT & Redshift,Systech USA,"Glendale, CA 91203",Not Specified,Not Specified,Not Specified,"DBT, Redshift, Data Engineering, SQL, AWS",,,https://www.indeed.com/rc/clk?jk=35214e13f0757c04&bb=qSORZbQL2XFauOydawdhIQXWYdE7-AsqxAWx_kU3iDaXyz8_tKoCC79CKuBxh7xtz6DeQ9VVaXSliiaXLik4_e_fig26JEltGm2hxhZiWdwiEnjG3385xx3XosIRa2IcXZcp7ylCCC-1u3aabLbWJNRyhauSHVohQ2SUoI28b3tLnMsyuO6Pyg%3D%3D&xkcb=SoB767M2fch62mylwR0QbzkdCdPP&fccid=71247daedc2aaa6a&vjs=3,85,Valid,"Design, implement, and maintain large-scale data systems using DBT and Redshift as a Senior Data Engineer."
c4aa72f3-9afd-430b-a991-6eaa8b8fc2f0,b6ea46300ef2adb08bb7ef569a58538d,2026-08-25,Indeed,Data Engineer,Data Engineer,Naval Nuclear Laboratory,"West Mifflin, PA",Not Specified,Not Specified,Not Specified,Not Specified,,Tuition reimbursement • Paid parental leave • Parental leave • Health insurance • Vision insurance • Dental insurance,https://www.indeed.com/rc/clk?jk=9f701e827ae22ed9&bb=qSORZbQL2XFauOydawdhIcK_I2s8E5byjYQpgQ27wrhBu83c1oMJo7QkRvBw0uPWLH3yT3QMo5HLDvb9StrHn0WuJvUIE8LZzB4BvqUk3ws4W1a56y0PTST2gsZxheOx2TI6oyBx1cIdUyeXfY_EApkJN3OgDG7RUYhJJIeASM4%3D&xkcb=SoDA67M2fch62mylwR0vbzkdCdPP&fccid=b5ff6a9d6acf7028&vjs=3,55,Partial,AI unavailable
a6daddb2-1ebc-442c-b328-0c2e7f9050af,3c6374b514194c44a34c8e937c453163,2026-08-25,Indeed,Data Engineer,DATA ENGINEER I,C2Q Health Solutions,"Queens, NY",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.indeed.com/rc/clk?jk=17771865bf70a7a7&bb=qSORZbQL2XFauOydawdhIcLmbmczPt9of176jAq9LmcFW1eTB0xdOycdZYKSNpJOmnD9TvlSfS4KnV7q97unQE8_y43sANmIkD-mkAx5QDjZ-ZzHUaS18Qt62da8lowNtSvwHTZjYxY6czTkJElnS3gjSYYk6nsOdMbzoJ3T_1ZW_18Ge503WA%3D%3D&xkcb=SoB067M2fch62mylwR0ubzkdCdPP&fccid=30bc55349b48e10f&vjs=3,50,Partial,AI unavailable
df3f97ec-440a-4407-a705-62f32ea42e7c,d2e17e28799f04ad4ff7f5afd7180b0a,2026-08-25,Indeed,Data Engineer,Senior Analytics Engineer,Kraken,"Hybrid work in New York, NY",Not Specified,Not Specified,Not Specified,"Data analysis, Data engineering, Analytics, SQL, Python",,Parental leave • Health insurance • 401(k) matching • Paid time off • Vision insurance • Flexible spending account,https://www.indeed.com/rc/clk?jk=da9d4cde692ecc27&bb=qSORZbQL2XFauOydawdhIZKQdgheJc8Qh1Y6L2ztUjp0l85XNxZu80voO9r4IYKm92kgvl-7dW9wlqU5qicfTgpNfTLIV_FqvPBOc10t6yxfHeUam7O3XSt6QCnxxc28uo64UrCXmr_qCTrvVa05UiTtIAha285VRkvTqtch8Ag%3D&xkcb=SoDp67M2fch62mylwR0tbzkdCdPP&fccid=dadc76d391ec14ef&vjs=3,60,Partial,Senior Analytics Engineer role at Kraken with competitive benefits
d7452f91-9b29-455d-979d-b8fc80f74232,4bc7c9a93af4a6a56f52f4dd326573bd,2026-08-25,Dice,Data Engineer,Data Engineer,Sierra Business Solution LLC,Remote • Today,Not Specified,Not Specified,Not Specified,"Data Engineering, SQL, Python, AWS, Apache Spark",,,https://www.dice.com/job-detail/99940ff0-2301-4e87-a205-102c565a6f28,85,Valid,"Design, build, and maintain large-scale data systems and pipelines as a Data Engineer at Sierra Business Solution LLC."
d81f8322-9ba6-4df4-992c-da57d8af731d,65f78ca49e98b3309df689b8ca64ed21,2026-08-25,Dice,Data Engineer,Data Engineer,Randstad Digital,North Carolina • Today,Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/3260102a-d543-4330-be02-279a8b228cbf,50,Partial,AI unavailable
75dd6c91-b7eb-44d6-9a79-b8e14e3ffb45,3cdbccf1264ab46ac74228bf2490a0b4,2026-08-25,Dice,Data Engineer,Data Engineer,Alpha Net Consulting LLC,"Fremont, California • Today",Not Specified,Not Specified,Not Specified,"Data Engineering, Cloud Computing, Big Data, SQL, Python",,,https://www.dice.com/job-detail/47c7f580-a3a0-48a6-8fa1-7bf8932a1f35,85,Valid,"Design, build, and maintain large-scale data systems as a Data Engineer at Alpha Net Consulting LLC."
c34e792b-db90-4f55-8a7b-4b515f732904,71bc1d3508d98ee5a7a8b4d6366e2352,2026-08-25,Dice,Data Engineer,Data Engineer,Prestige Staffing,"Charlotte, North Carolina • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/ba9298a3-e74e-4ab9-bf72-1f133fcdc4d6,50,Partial,AI unavailable
5b5e7eea-7bf5-4709-a7f9-a141bfccd716,8c04fe754f0d0e0a094cc0e10b898f3f,2026-08-25,Dice,Data Engineer,Data Engineer,"Mitchell Martin, Inc.","Jersey City, New Jersey • Today",Not Specified,Not Specified,Not Specified,Not Specified,,,https://www.dice.com/job-detail/d1328d47-ebaf-4c89-b75f-cff2ce5e7753,50,Partial,AI unavailable
